IdCodigoBarras;IdProducto;CodigoBarras;ID_Sucursal
739;8392;4005808944743;30569
740;9375;7896116881038;30569
741;8381;7591005996601;30569
742;5527;7707181105946;30569
743;7339;2000100970065;30569
744;9102;674;30569
746;8756;7702026175863;30569
747;9107;17;30569
748;9107;7720;30569
750;8454;010;30569
751;2134;7703546072304;30569
752;7853;7702031704256;30569
754;9103;1010;30569
755;1642;7702057072971;30569
756;9885;7702354000066;30569
757;3815;7707260161818;30569
758;9341;7702184594001;30569
759;9888;7702560025419;30569
760;9889;7702031955009;30569
761;9890;7702031954972;30569
762;9891;7702031927327;30569
763;2530;7702184010617;30569
764;6306;7702027470233;30569
765;9893;7702035456663;30569
766;11646;0537;30569
767;9653;7702402052030;30569
769;9935;7707274724184;30569
770;529;7702605107643;30569
771;1330;7703153003364;30569
772;7513;7707200902235;30569
773;9939;7702045563733;30569
774;3798;7702027479113;30569
775;7975;7704412118898;30569
776;9953;7702026175214;30569
777;1306;300090422073;30569
778;9650;LUBRIDERM EN SO;30569
779;9232;7704768000809;30569
781;2463;7707200900057;30569
782;11314;7702010660276;30569
783;8566;7702027474859;30569
784;9654;7501058630780;30569
785;8594;7702354941710;30569
786;8848;7702045556841;30569
787;9989;7702113613575;30569
788;9657;7707322000277;30569
789;9994;7702113038385;30569
790;9659;7703202221213;30569
791;8318;1124;30569
793;10009;7702031278245;30569
794;10012;7702031280323;30569
795;10014;7702031280279;30569
796;10015;7702031815570;30569
797;10016;7702031413462;30569
798;9667;486;30569
799;10017;7702031604143;30569
800;10018;7702031579625;30569
801;12409;7706569485403;30569
802;9671;0625;30569
803;9672;6433;30569
807;12222;7704768003190;30569
808;11676;02445;30569
809;11537;0054;30569
810;8263;7891150025936;30569
811;11439;1465;30569
813;6519;7702027429354;30569
814;10069;7702277074427;30569
815;2013;7702605103874;30569
816;10074;7501027286024;30569
817;9686;7702031900597;30569
818;12226;7702123011668;30569
821;1837;7702123006862;30569
822;10085;7702006202930;30569
823;9105;9900;30569
824;11440;6276;30569
825;12233;7704768005262;30569
827;9656;7707019479720;30569
828;1652;7702057073596;30569
829;1655;7702057442514;30569
830;1656;7702057551063;30569
831;1657;7702057162818;30569
832;1660;7702057402945;30569
833;1675;7702057074364;30569
834;10087;7702006202886;30569
835;1860;7702605101214;30569
836;1861;7702605101146;30569
837;1862;7702605101344;30569
838;1863;7702605101603;30569
839;9233;7704768000816;30569
840;11725;3416;30569
841;1872;7702605102846;30569
842;1875;7703363000771;30569
843;1880;7705922108041;30569
844;10089;7707181188437;30569
845;1888;7705959001100;30569
846;1890;7705959003708;30569
847;1900;7705959001308;30569
848;1905;9002260003402;30569
849;3054;7703153021269;30569
850;1909;7702134105202;30569
851;1911;7703153000097;30569
852;12598;650240038808;30569
853;1918;7703153000509;30569
854;1926;7706263001107;30569
855;10090;7702011033130;30569
856;9059;7702783000392;30569
857;1936;7795320051070;30569
860;1946;7702057073015;30569
861;1947;7702057073565;30569
863;1956;7702057075927;30569
864;1957;7702057076122;30569
865;1958;7702134901101;30569
866;2004;7707177972118;30569
867;930;7706440000206;30569
868;2036;7707177970916;30569
870;2070;7702057078706;30569
871;2071;7702057078690;30569
872;2091;7707177972125;30569
873;2092;7702057844066;30569
874;8044;7702027470424;30569
875;1539;7702502015959;30569
876;2130;7702057070366;30569
877;2150;7702123832638;30569
878;2154;7703153013288;30569
879;2169;7706263210103;30569
881;1177;7702418000520;30569
882;6227;7705471400047;30569
883;2205;7703234101934;30569
884;2206;7703234101958;30569
885;2217;7730698002774;30569
886;2218;7730698335087;30569
887;2219;7702132037055;30569
888;2229;7591044403764;30569
889;2230;7707172686126;30569
890;1176;7702418000537;30569
891;2238;7702132006532;30569
892;2243;7702605102075;30569
894;405;7703889041272;30569
896;2308;7705959010034;30569
897;2321;7702057044862;30569
899;2352;7702635178576;30569
900;2353;7702635178583;30569
901;2379;7703153016067;30569
902;2385;7703153016357;30569
903;2386;7702870002902;30569
904;2392;7702057074869;30569
905;2450;7501050615358;30569
906;2237;7702418002920;30569
907;2466;7702870002896;30569
908;7810;7702425806191;30569
909;2492;7702560010767;30569
910;2493;7702560010750;30569
911;2497;7703381001613;30569
912;2510;7703381002092;30569
913;11781;1040;30569
914;2537;7706569002884;30569
915;2540;7730698334400;30569
916;2547;7702057071066;30569
917;2561;7702057074678;30569
918;8611;1210;30569
920;2569;7707288820322;30569
921;2577;7706569000378;30569
922;218;7703234100975;30569
923;2631;7707177972040;30569
924;2635;7501007417493;30569
926;2641;7703038050032;30569
927;8329;7703819053009;30569
928;11789;898;30569
929;2644;7703038050117;30569
930;10091;7702031277910;30569
931;2646;7703038050131;30569
932;2647;7703038050155;30569
933;7867;7702027402692;30569
934;2649;7703038050193;30569
935;8033;7702027424113;30569
936;2651;7703038050230;30569
937;2652;7703038050247;30569
938;2653;7703038050254;30569
939;2654;7703038045182;30569
941;2656;7703038050322;30569
942;8034;7702027440182;30569
943;7979;7704412086548;30569
944;9338;7702024034186;30569
945;11264;2155;30569
948;2663;7703038050490;30569
949;2664;7703038050513;30569
952;2667;7703038050575;30569
953;2668;7703038050582;30569
954;12356;7702113033465;30569
955;2684;7705959881399;30569
956;2707;7703153018856;30569
957;2709;7703153014711;30569
958;2738;7702870003169;30569
959;2739;7702870003145;30569
960;2752;7706569020673;30569
961;5031;7702045525038;30569
962;2827;7703763780235;30569
963;2828;7703763780211;30569
964;2829;7703763780242;30569
965;2843;7707320980069;30569
966;2845;7707320980052;30569
967;2846;7591044218122;30569
968;2847;7591044407335;30569
969;2854;7702605106318;30569
970;9914;2000101127659;30569
971;2868;7702605106578;30569
972;12237;7946;30569
973;2449;7702418003583;30569
974;2908;7706569020376;30569
975;2910;7702195094859;30569
976;9472;382904911010;30569
977;2916;7707200900613;30569
978;2937;7703863167295;30569
979;2953;7707200900668;30569
980;2963;7707200900651;30569
981;8037;7702027400247;30569
982;2981;7702605106936;30569
983;2982;7702605106875;30569
984;2985;30768607302;30569
985;2988;7703763860869;30569
986;2989;7707172687802;30569
987;12130;7709591569134;30569
988;4448;7501009205296;30569
989;8038;7702027444814;30569
990;2998;7707177972682;30569
991;3003;7706569000507;30569
992;3023;7702057075583;30569
993;3066;7703038050223;30569
994;3070;7705451003190;30569
995;1410;7704588000409;30569
996;8810;10081;30569
997;3103;7702132008413;30569
998;3105;7704941110264;30569
999;3136;7702605107346;30569
1000;3142;7702605105809;30569
1001;3144;7703432422152;30569
1002;3145;7702123002123;30569
1004;3154;7702870004074;30569
1005;3155;7707232093840;30569
1006;12076;SEP10;30569
1008;3234;7702870004722;30569
1009;8038;7702026440497;30569
1010;3236;7702123000488;30569
1011;3257;7702057078782;30569
1012;3258;7702057073961;30569
1013;3261;7702973029738;30569
1014;3262;7702973029745;30569
1015;3265;7703038050421;30569
1016;3268;7702195095085;30569
1017;3269;7702195041525;30569
1018;3270;7702195041518;30569
1019;3271;7702195076459;30569
1020;3273;7702195077494;30569
1021;3276;7707172688953;30569
1022;3282;7706263001268;30569
1023;3283;7702057830311;30569
1024;3284;7702057835217;30569
1025;3285;7702057169268;30569
1026;3295;7702605107285;30569
1027;8036;7702027415692;30569
1028;8897;7702045542776;30569
1029;5030;7702045525052;30569
1030;3302;7707200901849;30569
1031;3313;7441145401056;30569
1032;3319;7707351596277;30569
1033;3342;7707300933580;30569
1034;3348;7702057169176;30569
1035;3349;7703038050506;30569
1036;3361;7702973041075;30569
1038;3373;7702502017946;30569
1039;3374;7702502017953;30569
1040;3384;7707067510062;30569
1041;3389;7706263000742;30569
1042;3390;7706263000759;30569
1043;5029;7702045525083;30569
1044;1350;7703153000516;30569
1045;11833;7701021112477;30569
1046;11839;7707200908978;30569
1047;2020;7703763202010;30569
1048;8999;7702354939403;30569
1049;8999;7702354939410;30569
1050;2051;7703153012083;30569
1051;11142;7704768001769;30569
1053;9877;7707357200314;30569
1054;11958;100013938;30569
1056;12079;SEP12;30569
1057;9373;8888021301502;30569
1058;7859;7702031800682;30569
1059;12245;7506309839141;30569
1061;9849;7707274720063;30569
1062;1436;7706263006294;30569
1063;9850;7707274720117;30569
1065;7711;7707355401010;30569
1066;7710;7707355401003;30569
1067;10023;751273778478;30569
1068;10035;7702045557572;30569
1069;9692;7702031604136;30569
1070;9693;7705451039281;30569
1071;10025;7500435120067;30569
1072;10026;7500435120074;30569
1073;9695;7702870102459;30569
1074;12249;7707145302855;30569
1075;3463;7702605107469;30569
1076;9698;7702870101612;30569
1077;10037;7702045527896;30569
1078;10038;7702045527827;30569
1079;10658;7702006298926;30569
1080;9703;7106;30569
1081;10040;7706849115815;30569
1082;11874;7707016401021;30569
1083;8299;1117;30569
1084;1290;7702870001486;30569
1085;9708;0244;30569
1086;2560;7702870003039;30569
1087;9710;7702026178109;30569
1088;9711;4685;30569
1089;9590;7702425800892;30569
1091;9714;7702027424045;30569
1093;10355;7702026174880;30569
1094;11759;50120;30569
1098;828;7703763410217;30569
1099;7821;7702215304654;30569
1100;11759;200022401;30569
1101;10541;7700604051233;30569
1102;9913;650240030840;30569
1103;10092;7702024064503;30569
1105;8808;1104;30569
1106;7885;7702184011058;30569
1107;2628;7707200900224;30569
1108;10096;7702433239004;30569
1109;12388;7501059297739;30569
1110;7235;7709881363268;30569
1111;10333;7702425806696;30569
1114;8133;7702191662892;30569
1115;10103;7707331801353;30569
1117;56;7896255702850;30569
1118;10104;7703153020262;30569
1119;3301;7702132008444;30569
1120;1813;7702057075903;30569
1121;11760;7702010421044;30569
1122;10113;7707274910723;30569
1123;1034;7706569001191;30569
1124;7371;7707019337112;30569
1125;11761;7509546652153;30569
1126;11762;7509546652146;30569
1127;11763;7702006401661;30569
1128;12367;022000018465;30569
1129;10114;7702057610906;30569
1130;2642;7703038050056;30569
1131;504;7702605100415;30569
1132;7349;7703258112961;30569
1133;7241;7703234103266;30569
1135;4107;7707228360062;30569
1136;4101;7705105150461;30569
1137;10120;8702221110330;30569
1138;9180;1116;30569
1139;11765;7702006401944;30569
1140;767;7703763700110;30569
1141;5280;7702425630239;30569
1142;2143;7703763163069;30569
1143;4006;7501056330255;30569
1144;10269;7707670408664;30569
1145;4607;7891010046880;30569
1146;9687;6880;30569
1147;9688;7702031603726;30569
1148;12261;7500435116862;30569
1149;11421;8017;30569
1150;11767;7702006202329;30569
1151;10129;7702010911613;30569
1152;11768;7702006400299;30569
1153;10131;7702031604129;30569
1154;11769;7702006402545;30569
1155;7852;7702031704270;30569
1157;10137;7702044197458;30569
1158;10138;7500435121057;30569
1159;3796;7702027442094;30569
1160;10140;047400097872;30569
1161;10142;7702026178536;30569
1162;10143;7702027436536;30569
1163;10144;7702027424083;30569
1165;5666;7702027044502;30569
1167;189;7703234100388;30569
1168;12157;7705959885335;30569
1170;10885;7500435019705;30569
1171;5665;7702027442032;30569
1172;8014;7702027440946;30569
1173;10149;7702098038301;30569
